EmployeeKey,ParentEmployeeKey,FirstName,LastName,MiddleName,Title,HireDate,BirthDate,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status,ETLLoadID,LoadDate,UpdateDate
225,10,Terry,Earls,NULL,Sales Store Manager,12-01-2000,13-12-1960,sylvester0@contoso.com,492-555-0174,M,Mads Ebdrup,492-555-0174,0,M,1,25,4,1,0,Production,12-01-2000,,Current,20000112,1/12/2000,1/12/2000
226,10,Bernard,Tham,NULL,Sales Store Manager,12-01-2000,23-01-1961,brian2@contoso.com,730-555-0117,S,Ram Thirunavukkarasu,730-555-0117,0,M,1,25,63,1,0,Production,12-01-2000,,Current,20000112,1/12/2000,1/12/2000
227,10,Josh,Edwards,NULL,Sales Store Manager,18-01-2000,31-12-1960,linda2@contoso.com,916-555-0165,M,Alexander Eggerer,916-555-0165,0,F,2,25,56,1,0,Purchasing,18-01-2000,,Current,20000118,1/18/2000,1/18/2000
228,10,Sandhya,Thodla,NULL,Sales Store Manager,19-01-2000,17-01-1933,betsy0@contoso.com,405-555-0171,S,Tien Dung Thoi,405-555-0171,0,F,1,25,99,1,0,Production,19-01-2000,,Current,20000119,1/19/2000,1/19/2000
229,10,Vladimir,Egorov,NULL,Sales Store Manager,22-01-2000,27-09-1961,magnus0@contoso.com,583-555-0182,M,Mohamed Elkugia,583-555-0182,0,M,2,25,87,1,0,Facilities and Maintenance,22-01-2000,,Current,20000122,1/22/2000,1/22/2000
230,10,Iben,Thorell,NULL,Sales Store Manager,23-01-2000,07-04-1960,karan0@contoso.com,447-555-0186,S,Alicia Thornber,447-555-0186,0,M,1,25,28,1,0,Production,23-01-2000,,Current,20000123,1/23/2000,1/23/2000
231,10,Patrick,Elliott,NULL,Sales Store Manager,26-01-2000,20-10-1976,mary1@contoso.com,283-555-0185,M,Heiko Elmsheuser,283-555-0185,0,F,1,25,94,1,0,Production,26-01-2000,,Current,20000126,1/26/2000,1/26/2000
232,10,Justin,Thorp,NULL,Sales Store Manager,26-01-2000,20-10-1976,kevin2@contoso.com,555-555-0113,S,Steven Thorpe,555-555-0113,0,M,1,25,90,1,0,Production,26-01-2000,,Current,20000126,1/26/2000,1/26/2000
233,10,Anil,Elson,NULL,Sales Store Manager,30-01-2000,09-04-1961,mihail0@contoso.com,733-555-0128,S,Terry Eminhizer,733-555-0128,0,M,1,25,64,1,0,Production,30-01-2000,,Current,20000130,1/30/2000,1/30/2000
234,10,Danielle,Tiedt,NULL,Sales Store Manager,02-02-2000,11-10-1976,bonnie0@contoso.com,264-555-0150,M,Hung-Fu Ting,264-555-0150,0,F,1,25,89,1,0,Production,02-02-2000,,Current,20000202,2/2/2000,2/2/2000
235,10,Michael,Entin,NULL,Sales Store Manager,05-02-2000,25-12-1960,fukiko0@contoso.com,520-555-0177,M,Alexei Eremenko,520-555-0177,0,M,2,25,57,1,0,Purchasing,05-02-2000,,Current,20000205,2/5/2000,2/5/2000
236,10,Olinda,Turner,NULL,Sales Store Manager,07-02-2000,23-11-1961,hung-fu0@contoso.com,497-555-0181,S,Richard Turner,497-555-0181,0,M,1,25,0,1,0,Production,07-02-2000,,Current,20000207,2/7/2000,2/7/2000
237,10,Ebru,Ersan,NULL,Sales Store Manager,12-02-2000,30-12-1932,gordon0@contoso.com,230-555-0144,M,Daniel Escapa,230-555-0144,0,M,2,25,52,1,0,Purchasing,12-02-2000,,Current,20000212,2/12/2000,2/12/2000
238,10,Tjeerd,Veninga,NULL,Sales Store Manager,13-02-2000,14-10-1976,kimberly0@contoso.com,123-555-0167,S,Raja D. Venugopal,123-555-0167,0,F,1,25,95,1,0,Production,13-02-2000,,Current,20000213,2/13/2000,2/13/2000
239,6,Modesto,Estrada,NULL,Sales Store Manager,17-02-2000,14-01-1933,kim1@contoso.com,208-555-0114,M,John Evans,208-555-0114,0,F,1,25,24,1,0,Production,17-02-2000,,Current,20000217,2/17/2000,2/17/2000
240,6,Gregory,Verny,NULL,Sales Store Manager,18-02-2000,03-01-1961,sandeep0@contoso.com,166-555-0156,S,Giorgio Veronesi,166-555-0156,0,M,1,25,65,1,0,Production,18-02-2000,,Current,20000218,2/18/2000,2/18/2000
241,6,Ken,Ewert,NULL,Sales Store Manager,23-02-2000,01-06-1943,prasanna0@contoso.com,129-555-0199,M,Sten Faerch,129-555-0199,0,M,1,25,5,1,0,Production,23-02-2000,,Current,20000223,2/23/2000,2/23/2000
242,6,Peter,Villadsen,NULL,Sales Store Manager,24-02-2000,13-06-1942,frank2@contoso.com,163-555-0147,M,Aldis Vilums,163-555-0147,0,M,2,25,58,1,0,Purchasing,24-02-2000,,Current,20000224,2/24/2000,2/24/2000
243,6,Antoine,Faisandier,NULL,Sales Store Manager,25-02-2000,11-10-1964,min0@contoso.com,590-555-0152,M,Maciej Fedorow,590-555-0152,0,M,1,25,1,1,0,Production,25-02-2000,,Current,20000225,2/25/2000,2/25/2000
244,6,Florian,Voss,NULL,Sales Store Manager,25-02-2000,08-01-1933,eric1@contoso.com,680-555-0118,M,Rob Walters,680-555-0118,0,M,1,25,60,1,0,Production,25-02-2000,,Current,20000225,2/25/2000,2/25/2000
246,6,Kelly,Weadock,J.,Sales Store Manager,28-02-2000,03-01-1961,pat0@contoso.com,720-555-0158,S,Gregory Weber,720-555-0158,0,M,1,25,89,1,0,Facilities and Maintenance,28-02-2000,,Current,20000228,2/28/2000,2/28/2000
247,6,Yaniv,Feinberg,NULL,Sales Store Manager,01-03-2000,02-03-1945,maciej0@contoso.com,237-555-0128,S,Walter Felhofer,237-555-0128,0,M,1,25,30,1,0,Production,01-03-2000,,Current,20000301,3/1/2000,3/1/2000
248,6,Martin,Weber,NULL,Sales Store Manager,03-03-2000,04-02-1961,erin0@contoso.com,842-555-0158,S,Maira Wenzel,842-555-0158,0,F,2,25,66,1,0,Purchasing,03-03-2000,,Current,20000303,3/3/2000,3/3/2000
249,6,Dan,Fennell,NULL,Sales Store Manager,04-03-2000,11-10-1976,patrick0@contoso.com,413-555-0124,S,Burke Fewel,413-555-0124,0,M,1,25,96,1,0,Production,04-03-2000,,Current,20000304,3/4/2000,3/4/2000
250,6,Cindy,White,NULL,Sales Store Manager,08-03-2000,03-04-1942,frank3@contoso.com,203-555-0196,M,Jim Wickham,203-555-0196,0,M,1,25,66,1,0,Production,08-03-2000,,Current,20000308,3/8/2000,3/8/2000
251,6,Franziska,Fiegler,NULL,Sales Store Manager,08-03-2000,12-10-1961,ed0@contoso.com,919-555-0140,S,Heinrich Fischer,919-555-0140,0,M,1,25,25,1,0,Production,08-03-2000,,Current,20000308,3/8/2000,3/8/2000
252,6,Greg,Winston,NULL,Sales Store Manager,11-03-2000,01-11-1976,christopher0@contoso.com,153-555-0166,M,Rainer Witte,153-555-0166,0,M,1,25,91,1,0,Production,11-03-2000,,Current,20000311,3/11/2000,3/11/2000
253,6,William,Flash,NULL,Sales Store Manager,15-03-2000,24-01-1964,patrick1@contoso.com,425-555-0117,M,Florence Flipo,425-555-0117,0,M,1,25,61,1,0,Production,15-03-2000,,Current,20000315,3/15/2000,3/15/2000
254,6,Robin,Wood,NULL,Sales Store Manager,16-03-2000,06-10-1961,krishna0@contoso.com,491-555-0183,S,Joanna Yuan,491-555-0183,0,M,1,25,2,1,0,Production,16-03-2000,,Current,20000316,3/16/2000,3/16/2000
255,6,Raymond,Fong,NULL,Sales Store Manager,19-03-2000,31-08-1960,lori1@contoso.com,295-555-0161,M,Olivier Fontana,295-555-0161,0,F,1,25,90,1,0,Facilities and Maintenance,19-03-2000,,Current,20000319,3/19/2000,3/19/2000
256,6,Karin,Zimprich,NULL,Sales Store Manager,23-03-2000,08-10-1976,danielle0@contoso.com,500-555-0172,S,Erwin Zischka,500-555-0172,0,F,1,25,97,1,0,Production,23-03-2000,,Current,20000323,3/23/2000,3/23/2000
257,6,Jeff,Ford,NULL,Sales Store Manager,26-03-2000,05-01-1933,sootha0@contoso.com,325-555-0137,M,Viggo Forde,325-555-0137,0,M,2,25,85,1,0,Quality Assurance,26-03-2000,,Current,20000326,3/26/2000,3/26/2000
258,6,Aziz,Hassouneh,NULL,Sales Store Manager,26-03-2000,07-10-1963,michael7@contoso.com,582-555-0148,S,Satomi Hayakawa,582-555-0148,0,M,1,25,26,1,0,Production,26-03-2000,,Current,20000326,3/26/2000,3/26/2000
259,6,Diane,Forsyth,NULL,Sales Store Manager,26-03-2000,29-05-1960,randy0@contoso.com,961-555-0122,M,Garth Fort,961-555-0122,0,M,1,25,29,1,0,Production,26-03-2000,,Current,20000326,3/26/2000,3/26/2000
260,6,Arno,Harteveld,NULL,Sales Store Manager,30-03-2000,29-10-1976,john4@contoso.com,254-555-0114,S,Roger Harui,254-555-0114,0,M,1,25,92,1,0,Production,30-03-2000,,Current,20000330,3/30/2000,3/30/2000
261,6,Soren,Francker,NULL,Sales Store Manager,03-04-2000,30-09-1963,jack1@contoso.com,521-555-0113,S,Jill Frank,521-555-0113,0,M,1,25,62,1,0,Production,03-04-2000,,Current,20000403,4/3/2000,4/3/2000
262,6,Mark,Harrington,NULL,Sales Store Manager,04-04-2000,05-05-1960,olinda0@contoso.com,306-555-0186,S,Phyllis Harris,306-555-0186,0,F,1,25,3,1,0,Production,04-04-2000,,Current,20000404,4/4/2000,4/4/2000
263,6,Joel,Frauenheim,NULL,Sales Store Manager,05-04-2000,17-01-1962,stuart1@contoso.com,539-555-0149,M,Sven Freitag,539-555-0149,0,M,1,25,88,1,0,Facilities and Maintenance,05-04-2000,,Current,20000405,4/5/2000,4/5/2000
264,6,Eran,Harel,NULL,Sales Store Manager,07-04-2000,25-05-1944,jo1@contoso.com,228-555-0159,M,Walter Harp,228-555-0159,0,F,1,25,91,1,0,Facilities and Maintenance,07-04-2000,,Current,20000407,4/7/2000,4/7/2000
265,6,Victor,Freitas,NULL,Sales Store Manager,09-04-2000,05-07-1963,ben0@contoso.com,151-555-0113,M,Mihail Frintu,151-555-0113,0,M,2,25,55,1,0,Purchasing,09-04-2000,,Current,20000409,4/9/2000,4/9/2000
266,6,Claus,Hansen,NULL,Sales Store Manager,10-04-2000,01-11-1976,tom0@contoso.com,295-555-0161,M,Mark Hanson,295-555-0161,0,M,1,25,98,1,0,Production,10-04-2000,,Current,20000410,4/10/2000,4/10/2000
267,6,Gabe,Frost,NULL,Sales Store Manager,05-01-2001,18-02-1968,ovidiu0@contoso.com,719-555-0181,S,Don Funk,719-555-0181,0,M,2,25,7,1,0,Tool Design,05-01-2001,,Current,20010105,1/5/2001,1/5/2001
268,6,Jim,Hance,NULL,Sales Store Manager,06-01-2001,01-03-1968,annette0@contoso.com,125-555-0196,M,Kerim Hanif,125-555-0196,0,F,2,25,50,1,0,Purchasing,06-01-2001,,Current,20010106,1/6/2001,1/6/2001
269,6,Kari,Furse,NULL,Sales Store Manager,23-01-2001,29-06-1979,janice0@contoso.com,473-555-0117,M,Lawrie Gaffney,473-555-0117,0,F,2,25,8,1,0,Tool Design,23-01-2001,,Current,20010123,1/23/2001,1/23/2001
270,6,David,Hamilton,NULL,Sales Store Manager,25-01-2001,18-02-1968,reinout0@contoso.com,370-555-0163,M,Jay Hamlin,370-555-0163,0,M,2,25,51,1,0,Purchasing,25-01-2001,,Current,20010125,1/25/2001,1/25/2001
271,6,Mike,Gahrns,NULL,Sales Store Manager,30-01-2001,17-07-1969,michael8@contoso.com,465-555-0156,S,Chris Gallagher,465-555-0156,1,M,2,25,3,1,0,Engineering,30-01-2001,,Current,20010130,1/30/2001,1/30/2001
272,6,Dean,Halstead,NULL,Sales Store Manager,04-02-2001,17-11-1941,stephen0@contoso.com,238-555-0197,M,Thomas Hamborg,238-555-0197,1,M,2,25,14,1,1,Sales,04-02-2001,,Current,20010204,2/4/2001,2/4/2001
273,6,Janet,Galore,NULL,Sales Store Manager,07-02-2001,17-04-1965,wanida0@contoso.com,708-555-0141,M,David Galvin,708-555-0141,0,F,2,25,41,1,0,Marketing,07-02-2001,,Current,20010207,2/7/2001,2/7/2001
274,6,Adina,Hagege,NULL,Sales Store Manager,18-02-2001,03-06-1951,sharon0@contoso.com,970-555-0138,M,Pernille Halberg,970-555-0138,1,F,2,25,4,1,0,Engineering,18-02-2001,,Current,20010218,2/18/2001,2/18/2001
275,6,Cesar,Garcia,NULL,Sales Store Manager,10-03-2001,06-04-1968,john5@contoso.com,486-555-0150,S,Debra Garcia,486-555-0150,0,M,2,25,48,1,0,Marketing,10-03-2001,,Current,20010310,3/10/2001,3/10/2001
276,6,Mary,Andersen,Kay,Sales Store Manager,17-03-2001,01-03-1968,mary2@contoso.com,124-555-0114,S,Ivo Haemels,124-555-0114,0,F,2,25,43,1,0,Marketing,17-03-2001,,Current,20010317,3/17/2001,3/17/2001
277,6,Hugo,Garcia,NULL,Sales Store Manager,18-03-2001,08-07-1967,brian3@contoso.com,716-555-0127,S,Euan Garden,716-555-0127,1,M,2,25,10,1,0,Sales,18-03-2001,,Current,20010318,3/18/2001,3/18/2001
278,6,Allan,Guinot,NULL,Sales Store Manager,28-03-2001,13-03-1968,AllanG@contoso.com,210-555-0193,S,Pedro Gutierrez,210-555-0193,1,F,2,25,49,1,0,Purchasing,28-03-2001,30-08-2001,NULL,20010830,3/28/2001,8/30/2001
279,6,Davide,Garghentini,NULL,Sales Store Manager,28-03-2001,13-03-1968,DavideG@contoso.com,210-555-0193,S,Benjamin Gay,210-555-0193,1,F,2,25,49,1,0,Purchasing,31-08-2001,15-08-2002,NULL,20020815,8/31/2001,8/15/2002
280,6,Eric,Gruber,NULL,Sales Store Manager,28-03-2001,13-03-1968,EricG@contoso.com,210-555-0193,S,Daniela Guaita,210-555-0193,1,F,2,25,49,1,0,Purchasing,16-08-2002,,Current,20020816,8/16/2002,8/16/2002
281,6,Inbar,Gazit,NULL,Sales Store Manager,01-07-2001,26-01-1959,michael9@contoso.com,257-555-0154,S,Darren Gehring,257-555-0154,1,M,2,25,38,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
282,7,Seth,Grossman,NULL,Sales Store Manager,01-07-2001,30-03-1970,linda3@contoso.com,883-555-0116,M,Brian Groth,883-555-0116,1,F,2,25,27,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
283,7,Christa,Geller,NULL,Sales Store Manager,01-07-2001,29-09-1952,jillian0@contoso.com,517-555-0117,S,Jens Geschwandtner,517-555-0117,1,F,2,25,24,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
284,7,Carlos,Grilo,NULL,Sales Store Manager,01-07-2001,07-03-1965,garrett1@contoso.com,922-555-0165,M,Geoff Grisso,922-555-0165,1,M,2,25,33,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
285,7,Tom,Getzinger,NULL,Sales Store Manager,01-07-2001,19-02-1964,tsvi0@contoso.com,664-555-0112,M,Wriju Ghosh,664-555-0112,1,M,2,25,29,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
286,7,Kirk,Gregersen,NULL,Sales Store Manager,01-07-2001,06-01-1965,pamela0@contoso.com,340-555-0193,S,Ryan Gregg,340-555-0193,1,F,2,25,22,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
287,7,Leo,Giakoumakis,NULL,Sales Store Manager,01-07-2001,10-04-1934,shu0@contoso.com,330-555-0120,M,Phil Gibbins,330-555-0120,1,M,2,25,26,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
288,7,Nikolay,Grachev,NULL,Sales Store Manager,01-07-2001,11-01-1930,josé1@contoso.com,185-555-0169,M,Chris Gray,185-555-0169,1,M,2,25,31,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
289,7,Enrique,Gil,NULL,Sales Store Manager,01-07-2001,14-03-1964,david8@contoso.com,740-555-0182,S,Guy Gilbert,740-555-0182,1,M,2,25,23,1,1,Sales,01-07-2001,,Current,20010701,7/1/2001,7/1/2001
290,7,Mojca,Gostincar,NULL,Sales Store Manager,18-05-2002,22-10-1947,amy0@contoso.com,775-555-0164,M,Elisa Graceffo,775-555-0164,1,F,2,25,21,1,1,Sales,18-05-2002,,Current,20020518,5/18/2002,5/18/2002
291,7,Eric,Gilmore,NULL,Sales Store Manager,01-07-2002,18-04-1958,jae0@contoso.com,1 (11) 500 555-0145,M,Adriana Giorgi,1 (11) 500 555-0145,1,F,2,25,37,1,1,Sales,01-07-2002,,Current,20020701,7/1/2002,7/1/2002
292,7,Nuria,Gonzalez,NULL,Sales Store Manager,01-07-2002,31-10-1965,ranjit0@contoso.com,1 (11) 500 555-0117,S,Jon Gordner,1 (11) 500 555-0117,1,M,2,25,34,1,1,Sales,01-07-2002,,Current,20020701,7/1/2002,7/1/2002
293,7,Stuart,Glasson,NULL,Sales Store Manager,01-11-2002,06-02-1968,tete0@contoso.com,615-555-0153,M,Jim Glynn,615-555-0153,1,M,2,25,39,1,1,Sales,01-11-2002,,Current,20021101,11/1/2002,11/1/2002
294,7,Daniel,Goldschmidt,NULL,Sales Store Manager,15-04-2003,11-02-1965,syed0@contoso.com,926-555-0182,M,Howard Gonzalez,926-555-0182,1,M,2,25,20,1,1,Sales,15-04-2003,,Current,20030415,4/15/2003,4/15/2003
295,7,Gerhard,Goeschl,NULL,Sales Store Manager,01-07-2003,09-08-1965,rachel0@contoso.com,1 (11) 500 555-0140,S,Mete Goktepe,1 (11) 500 555-0140,1,F,2,25,35,1,1,Sales,01-07-2003,,Current,20030701,7/1/2003,7/1/2003
296,7,Jossef,Goldberg,NULL,Sales Store Manager,01-07-2003,18-04-1961,lynn0@contoso.com,1 (11) 500 555-0190,S,Maxim Goldin,1 (11) 500 555-0190,1,F,2,25,36,1,1,Sales,01-07-2003,,Current,20030701,7/1/2003,7/1/2003
